num_flows,avg_dur,std_dev_dur,percent_stdev_dur,total_size_of_flows_orig,total_size_of_flows_resp,ratio_of_sizes,percent_of_established_states,inbound_pckts,outbound_pckts,periodicity_avg,periodicity_stdev,ssl_ratio,average_public_key,tls_version_ratio,avg_cert_length,stdev_cert_length,is_valid_certificate_during_capture,amount_diff_certificates,num_domains_in_cert,cert_ratio,num_certificate_path,x509_ssl_ratio,SNI_ssl_ratio,self_signed_ratio,is_SNIs_in_SNA_dns,SNI_equal_DstIP,is_CNs_in_SNA_dns,ratio_of_differ_SNI_in_ssl_log,ratio_of_differ_subject_in_ssl_log,ratio_of_differ_issuer_in_ssl_log,ratio_of_differ_subject_in_cert,ratio_of_differ_issuer_in_cert,ratio_of_differ_sandns_in_cert,ratio_of_same_subjects,ratio_of_same_issuer,ratio_is_same_CN_and_SNI,avg_certificate_exponent,is_SNI_in_top_level_domain,ratio_certificate_path_error,ratio_missing_cert_in_cert_path,label,detailedlabel,id.orig_h,id.resp_h,id.resp_p,proto,day,hour
10,11.1690914,32.94685148566379,0.1,61633,163819,2.657975435237616,0.8,109,179,34.5796831548214,43.93201693268424,0.6666666666666666,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.190.160.17,443,tcp,0,6
4,7281.562652,12611.382966894029,0.25,33521,124433,3.712090928074938,0.5,1009,2001,801.8901559114456,331.5083872079849,3.0,2048.0,1.0,365.0,0.0,0,1,1.0,0.8263096980409369,2.0,1.0,1.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,65537.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.199.120.182,443,tcp,0,6
25,98.92059772,39.56742079879807,0.16,18051,172524,9.557586837294332,1.0,463,397,109.63003748396169,157.22579762314015,0.4705882352941176,2048.0,0.6470588235294118,365.0,0.0,0,1,2.0,0.902459096807462,1.6470588235294117,0.6470588235294118,1.0,0.0,1,0,1,0.1764705882352941,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0,0.8181818181818182,0.8181818181818182,0.0,65537.0,0.0,-1,-1,Benign,(empty),147.32.83.x50,23.75.65.202,443,tcp,0,6
1,109.929099,0.0,0.0,12130,1955,0.1611706512778235,1.0,16,17,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.54.232.160,443,tcp,0,6
5,1.0454626,0.5092922696690378,0.4,38173,87962,2.304298849972493,0.4,86,112,92.39525612195332,129.17585354796898,1.5,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.190.160.14,443,tcp,0,6
12,0.1833068333333333,0.1391123676839658,0.0833333333333333,15841,47559,3.002272583801528,0.8333333333333334,143,229,1.0151989221572877,1.0648053054208173,0.7142857142857143,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.49.150.241,443,tcp,0,6
1,0.556072,0.0,0.0,678,3169,4.674041297935103,1.0,16,20,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,52.184.216.226,443,tcp,0,6
1,126.743105,0.0,0.0,37714,725330,19.23238054833749,1.0,231,102,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.107.6.158,443,tcp,0,6
1,125.067219,0.0,0.0,775,4708,6.07483870967742,1.0,9,14,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,40.71.11.169,443,tcp,0,6
5,0.2149,0.0854148357183926,0.4,13714,24901,1.815735744494677,1.0,75,107,9.864461024602257,11.074738690693666,0.25,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.54.110.119,443,tcp,0,6
14,0.6181381428571429,0.0983210992810634,0.2142857142857142,37047,63668,1.718573703673712,0.7857142857142857,99,170,2.344763199488322,2.975321041245642,0.75,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.89.179.9,443,tcp,0,6
1,124.070773,0.0,0.0,305,6238,20.452459016393444,1.0,4,10,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.89.179.8,443,tcp,0,6
3,0.177168,0.0127453928146605,0.3333333333333333,6729,30515,4.534849160350721,1.0,35,50,111.3142557144165,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.67.219.150,443,tcp,0,6
1,1.135147,0.0,0.0,3719,5148,1.3842430760957247,1.0,8,20,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,52.184.220.11,443,tcp,0,6
6,36.56803683333334,44.94165938691165,0.3333333333333333,49744,35694,0.717553875844323,1.0,64,103,319.1971755027771,323.7395869151655,0.5,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.189.173.13,443,tcp,0,6
