num_flows,avg_dur,std_dev_dur,percent_stdev_dur,total_size_of_flows_orig,total_size_of_flows_resp,ratio_of_sizes,percent_of_established_states,inbound_pckts,outbound_pckts,periodicity_avg,periodicity_stdev,ssl_ratio,average_public_key,tls_version_ratio,avg_cert_length,stdev_cert_length,is_valid_certificate_during_capture,amount_diff_certificates,num_domains_in_cert,cert_ratio,num_certificate_path,x509_ssl_ratio,SNI_ssl_ratio,self_signed_ratio,is_SNIs_in_SNA_dns,SNI_equal_DstIP,is_CNs_in_SNA_dns,ratio_of_differ_SNI_in_ssl_log,ratio_of_differ_subject_in_ssl_log,ratio_of_differ_issuer_in_ssl_log,ratio_of_differ_subject_in_cert,ratio_of_differ_issuer_in_cert,ratio_of_differ_sandns_in_cert,ratio_of_same_subjects,ratio_of_same_issuer,ratio_is_same_CN_and_SNI,avg_certificate_exponent,is_SNI_in_top_level_domain,ratio_certificate_path_error,ratio_missing_cert_in_cert_path,label,detailedlabel,id.orig_h,id.resp_h,id.resp_p,proto,day,hour
14,72.16372678571429,26.56086813657905,0.2142857142857142,10722,83548,7.792202947211341,0.9285714285714286,293,213,232.7872733871142,267.4787124602109,0.5555555555555556,2048.0,0.8888888888888888,365.0,0.0,0,1,2.0,0.9162532592166664,1.8888888888888888,0.8888888888888888,1.0,0.0,1,0,1,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.125,0.125,0.0,65537.0,0.0,-1,-1,Benign,(empty),147.32.83.x50,2.19.46.180,443,tcp,0,7
6,0.7818443333333334,0.1013329127787325,0.3333333333333333,5969,12261,2.054112916736472,0.5,48,57,42.99166303873062,74.32945842650707,0.5,2048.0,0.25,381.0,0.0,0,1,1.0,0.267927783545317,1.25,0.25,1.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,65537.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.64.117.133,443,tcp,0,7
4,0.44506175,0.0559509524198426,0.5,9148,14995,1.639156099693922,0.75,31,52,7.667488098144531,4.11411190032959,1.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,52.168.112.66,443,tcp,0,7
41,2.917095634146342,16.93329063419727,0.024390243902439,247612,741672,2.9952990969742985,0.926829268292683,475,734,21.69791290087577,47.57635596134201,0.4137931034482758,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0689655172413793,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.190.160.14,443,tcp,0,7
1,109.861882,0.0,0.0,1673,8982,5.368798565451285,1.0,18,28,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,52.109.28.20,443,tcp,0,7
7,7.371798857142857,13.439531995764758,0.1428571428571428,24706,59867,2.423176556302113,0.8571428571428571,93,127,297.1579314708709,237.97672226934213,0.4,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.190.160.25,443,tcp,0,7
1,130.203346,0.0,0.0,33266,712137,21.407352852762585,0.0,302,169,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.107.6.158,443,tcp,0,7
1,252.136893,0.0,0.0,775,6472,8.350967741935484,1.0,12,18,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,40.71.11.169,443,tcp,0,7
1,128.647988,0.0,0.0,21272,7390,0.3474050394885295,1.0,24,45,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,40.74.98.192,443,tcp,0,7
5,85.4372842,75.76566522983693,0.6,82460,72714,0.8818093621149649,1.0,128,113,329.16250403722125,462.88729370746137,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.54.232.160,443,tcp,0,7
6,42.159152,30.272873615341933,0.3333333333333333,22421,445184,19.85567102270193,0.6666666666666666,164,160,251.53549885749817,429.1577243032439,0.2,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.4,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.107.42.12,443,tcp,0,7
2,109.936174,0.0626439999999988,0.0,2920,14001,4.79486301369863,1.0,12,23,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,13.104.158.180,443,tcp,0,7
1,109.840944,0.0,0.0,2266,7123,3.14342453662842,1.0,9,16,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,Microsoft,147.32.83.x50,20.40.136.238,443,tcp,0,7
2,290.1710475,109.8393205,0.5,1199,9891,8.249374478732276,1.0,34,39,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,(empty),147.32.83.x50,162.159.128.233,443,tcp,0,7
2,12768.3705245,12768.3150535,0.0,30978,35595,1.1490412550842533,1.0,2432,2425,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,Benign,(empty),147.32.83.x50,35.186.224.47,443,tcp,0,7
18,12.943208611111114,26.04416599143776,0.1111111111111111,1594239,88621,0.055588277541824,0.8333333333333334,886,710,71.14649386703968,217.47071413306085,0.6363636363636364,2048.0,0.2727272727272727,365.0,0.0,0,1,2.0,0.664974452796513,1.181818181818182,0.1818181818181818,1.0,0.0,1,0,1,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,65537.0,0.0,-1,-1,Benign,Dropbox,147.32.83.x50,162.125.8.20,443,tcp,0,7
2,380.1206705,19.9687275,0.0,1744,249782,143.223623853211,0.5,182,101,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1,0,-1,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1,-1,Benign,(empty),147.32.83.x50,162.159.129.233,443,tcp,0,7
